UBIGEO,MONTH,RAIN_ANOM_MEAN,TMAX_ANOM_MEAN,TMIN_ANOM_MEAN,PASS
200108,6,-6.47630097698008e-18,3.552713678800501e-16,-2.3684757858670005e-15,True
200108,7,2.590520390792032e-17,-5.921189464667501e-16,-1.6579330501069005e-15,True
200108,8,-4.810966440042345e-17,-9.473903143468002e-16,-1.6579330501069005e-15,True
200108,9,1.1102230246251566e-17,0.0,-2.3684757858670006e-16,True
200108,10,5.181040781584064e-17,0.0,2.0132044179869505e-15,True
200108,11,3.3306690738754695e-17,-2.3684757858670006e-16,1.1842378929335002e-15,True
200108,12,-3.552713678800501e-16,-3.315866100213801e-15,0.0,True
200109,1,1.7763568394002506e-16,-5.921189464667501e-16,-9.473903143468002e-16,True
200109,2,-4.263256414560601e-15,-2.723747153747051e-15,0.0,True
200109,3,1.0658141036401502e-15,1.7763568394002505e-15,2.4868995751603505e-15,True
200109,4,5.625129991434126e-16,1.3026616822268502e-15,-1.6579330501069005e-15,True
200109,5,1.4802973661668754e-17,1.0658141036401502e-15,-1.3026616822268502e-15,True
200109,6,-1.8503717077085942e-18,3.552713678800501e-16,-1.1842378929335003e-16,True
200109,7,-6.47630097698008e-17,-1.5395092608135505e-15,1.1842378929335003e-16,True
200109,8,-2.2204460492503132e-17,-2.842170943040401e-15,-1.8947806286936005e-15,True
200109,9,6.29126380620922e-17,-5.921189464667501e-16,1.6579330501069005e-15,True
200109,10,-2.2204460492503132e-17,4.736951571734001e-16,3.552713678800501e-16,True
200109,11,-1.1102230246251566e-17,1.8947806286936005e-15,2.723747153747051e-15,True
200109,12,1.4802973661668754e-17,2.960594732333751e-15,9.473903143468002e-16,True
200110,1,1.1842378929335003e-16,-1.0658141036401502e-15,-8.289665250534502e-16,True
200110,2,1.3026616822268502e-15,-1.1842378929335003e-16,-2.0132044179869505e-15,True
200110,3,-2.3684757858670006e-16,-2.960594732333751e-15,7.105427357601002e-16,True
200110,4,-1.1842378929335003e-16,2.3684757858670006e-16,0.0,True
200110,5,3.700743415417188e-17,2.842170943040401e-15,1.4210854715202005e-15,True
200110,6,1.61907524424502e-17,3.197442310920451e-15,-2.842170943040401e-15,True
200110,7,-4.4408920985006264e-17,5.921189464667501e-16,1.3026616822268502e-15,True
200110,8,5.551115123125783e-17,-5.921189464667501e-16,-7.105427357601002e-16,True
200110,9,9.992007221626409e-17,-2.4868995751603505e-15,4.736951571734001e-16,True
200110,10,1.0362081563168128e-16,-3.552713678800501e-16,-1.3026616822268502e-15,True
200110,11,1.0362081563168128e-16,-1.1842378929335002e-15,1.1842378929335002e-15,True
200110,12,2.294460917558657e-16,3.552713678800501e-15,1.7763568394002505e-15,True
200111,1,4.855375361027351e-15,3.197442310920451e-15,-1.7763568394002505e-15,True
200111,2,-1.1842378929335004e-14,1.0658141036401502e-15,-1.8947806286936005e-15,True
200111,3,2.1316282072803006e-14,3.552713678800501e-16,-2.723747153747051e-15,True
200111,4,-7.105427357601002e-16,-8.289665250534502e-16,7.105427357601002e-16,True
200111,5,-1.5987211554602255e-15,-2.0132044179869505e-15,2.723747153747051e-15,True
200111,6,-2.2204460492503132e-17,1.1842378929335003e-16,-7.105427357601002e-16,True
200111,7,7.401486830834377e-18,4.736951571734001e-16,-1.1842378929335002e-15,True
200111,8,2.3684757858670006e-16,1.7763568394002505e-15,1.1842378929335002e-15,True
200111,9,-1.1842378929335003e-16,3.434289889507151e-15,-9.473903143468002e-16,True
200111,10,2.3684757858670006e-16,-1.6579330501069005e-15,-1.1842378929335003e-16,True
200111,11,-3.108624468950438e-16,7.105427357601002e-16,-7.105427357601002e-16,True
200111,12,1.6283271027835629e-15,9.473903143468002e-16,8.289665250534502e-16,True
200114,1,6.5133084111342514e-15,5.921189464667501e-16,-2.3684757858670006e-16,True
200114,2,2.3684757858670005e-15,-1.1842378929335003e-16,3.079018521627101e-15,True
200114,3,1.4210854715202004e-14,-4.736951571734001e-16,-4.736951571734001e-16,True
200114,4,-1.0658141036401502e-15,2.3684757858670006e-16,2.3684757858670005e-15,True
200114,5,5.625129991434126e-16,1.8947806286936005e-15,-1.1842378929335002e-15,True
200114,6,2.7755575615628914e-17,1.1842378929335002e-15,-1.8947806286936005e-15,True
200114,7,2.2204460492503132e-17,-9.473903143468002e-16,1.7763568394002505e-15,True
200114,8,-8.881784197001253e-17,-2.6053233644537005e-15,1.7763568394002505e-15,True
200114,9,-1.1842378929335003e-16,2.842170943040401e-15,-9.473903143468002e-16,True
200114,10,-2.9605947323337506e-16,5.921189464667501e-16,1.3026616822268502e-15,True
200114,11,2.3684757858670006e-16,2.0132044179869505e-15,8.289665250534502e-16,True
200114,12,1.0658141036401502e-15,-1.0658141036401502e-15,2.6053233644537005e-15,True
200201,1,-9.473903143468002e-15,-1.4210854715202005e-15,-5.921189464667501e-16,True
200201,2,-2.2737367544323207e-14,2.1316282072803005e-15,-5.329070518200751e-16,True
200201,3,-9.473903143468002e-15,-1.3026616822268502e-15,-4.144832625267251e-16,True
200201,4,-5.210646728907401e-15,1.4210854715202005e-15,-7.105427357601002e-16,True
200201,5,-8.052817671947802e-15,-1.7763568394002505e-15,-1.2434497875801752e-15,True
200201,6,-1.1842378929335002e-15,-7.105427357601002e-16,5.329070518200751e-16,True
200201,7,-3.552713678800501e-16,-4.736951571734001e-16,3.552713678800501e-16,True
200201,8,-8.289665250534502e-16,3.552713678800501e-16,9.473903143468002e-16,True
200201,9,4.736951571734001e-16,-2.723747153747051e-15,5.921189464667501e-17,True
200201,10,2.1316282072803005e-15,-2.3684757858670005e-15,1.1842378929335002e-15,True
200201,11,-3.434289889507151e-15,2.3684757858670006e-16,6.513308411134251e-16,True
200201,12,2.842170943040401e-15,8.289665250534502e-16,5.921189464667501e-17,True
200202,1,-9.947598300641402e-15,7.105427357601002e-16,-1.7763568394002506e-16,True
200202,2,-9.473903143468002e-16,-1.1842378929335002e-15,-2.842170943040401e-15,True
200202,3,-3.315866100213801e-14,8.289665250534502e-16,2.2500519965736505e-15,True
200202,4,-9.473903143468002e-16,-2.3684757858670006e-16,-1.0658141036401502e-15,True
200202,5,1.3618735768735254e-15,7.105427357601002e-16,7.105427357601002e-16,True
200202,6,-2.2204460492503132e-17,2.6053233644537005e-15,1.0658141036401502e-15,True
200202,7,-5.181040781584064e-17,-1.4210854715202005e-15,-1.8947806286936005e-15,True
200202,8,-1.4802973661668753e-16,3.552713678800501e-16,1.5395092608135505e-15,True
200202,9,-2.3684757858670006e-16,7.105427357601002e-16,2.3684757858670006e-16,True
200202,10,5.921189464667501e-16,-5.921189464667501e-16,5.921189464667501e-16,True
200202,11,-7.105427357601002e-16,2.3684757858670006e-16,2.9605947323337506e-16,True
200202,12,3.315866100213801e-15,-1.1842378929335003e-16,-3.552713678800501e-16,True
200203,1,-5.210646728907401e-15,1.8947806286936005e-15,2.3684757858670006e-16,True
200203,2,9.473903143468002e-15,0.0,1.6579330501069005e-15,True
200203,3,-2.0842586915629604e-14,-2.723747153747051e-15,0.0,True
200203,4,-4.736951571734001e-16,1.6579330501069005e-15,-2.0132044179869505e-15,True
200203,5,1.6579330501069005e-15,-3.552713678800501e-16,1.6579330501069005e-15,True
200203,6,2.0724163126336256e-16,7.105427357601002e-16,-9.473903143468002e-16,True
200203,7,0.0,1.5395092608135505e-15,-1.3026616822268502e-15,True
200203,8,-1.1842378929335003e-16,-4.736951571734001e-16,-1.0658141036401502e-15,True
200203,9,2.6645352591003756e-16,1.3026616822268502e-15,-1.8947806286936005e-15,True
200203,10,2.3684757858670006e-16,-1.3026616822268502e-15,2.3684757858670005e-15,True
200203,11,5.921189464667501e-16,1.3026616822268502e-15,0.0,True
200203,12,5.210646728907401e-15,1.3026616822268502e-15,-2.4868995751603505e-15,True
200204,1,-3.079018521627101e-15,2.0132044179869505e-15,-2.3684757858670006e-16,True
200204,2,5.684341886080802e-15,1.8947806286936005e-15,-2.3684757858670005e-15,True
200204,3,0.0,-3.552713678800501e-16,-3.552713678800501e-16,True
200204,4,9.473903143468002e-16,1.3026616822268502e-15,1.4210854715202005e-15,True
200204,5,2.1316282072803005e-15,-2.4868995751603505e-15,1.8355687340469257e-15,True
200204,6,3.9968028886505636e-16,-2.0132044179869505e-15,5.921189464667501e-17,True
200204,7,-1.1842378929335003e-16,7.105427357601002e-16,1.7763568394002506e-16,True
200204,8,4.736951571734001e-16,2.3684757858670005e-15,-4.144832625267251e-16,True
200204,9,-4.144832625267251e-16,-5.921189464667501e-16,1.8947806286936005e-15,True
200204,10,-2.9605947323337506e-16,-1.1842378929335002e-15,5.921189464667501e-17,True
200204,11,-1.0066022089934752e-15,-4.736951571734001e-16,-1.8947806286936005e-15,True
200204,12,0.0,-2.3684757858670006e-16,-5.921189464667501e-16,True
200205,1,-4.263256414560601e-15,-4.736951571734001e-16,-4.736951571734001e-16,True
200205,2,-1.4684549872375405e-14,-2.1316282072803005e-15,2.2500519965736505e-15,True
200205,3,-9.473903143468002e-16,-1.3026616822268502e-15,2.2500519965736505e-15,True
200205,4,5.210646728907401e-15,-1.1842378929335003e-16,4.736951571734001e-16,True
200205,5,-7.105427357601002e-16,1.6579330501069005e-15,-9.473903143468002e-16,True
200205,6,-3.848773152033876e-16,3.552713678800501e-16,-2.3684757858670006e-16,True
200205,7,-1.1842378929335003e-16,-2.842170943040401e-15,-3.552713678800501e-16,True
200205,8,5.921189464667501e-17,7.105427357601002e-16,-1.7763568394002506e-16,True
200205,9,7.993605777301127e-16,-1.1842378929335003e-16,3.552713678800501e-16,True
200205,10,1.7763568394002505e-15,-2.723747153747051e-15,1.1842378929335002e-15,True
200205,11,-2.4276876805136757e-15,3.552713678800501e-16,1.7763568394002506e-16,True
200205,12,-4.500103993147301e-15,1.8947806286936005e-15,1.1842378929335002e-15,True
200206,1,-4.263256414560601e-15,7.105427357601002e-16,-1.1842378929335003e-16,True
200206,2,-1.1842378929335004e-14,4.736951571734001e-16,4.736951571734001e-16,True
200206,3,-2.0842586915629604e-14,-7.105427357601002e-16,3.552713678800501e-16,True
200206,4,-7.105427357601002e-15,-1.1842378929335002e-15,3.552713678800501e-16,True
200206,5,0.0,8.289665250534502e-16,1.5395092608135505e-15,True
200206,6,-5.921189464667501e-16,-1.3026616822268502e-15,1.0066022089934752e-15,True
200206,7,5.033011044967376e-16,2.4868995751603505e-15,7.697546304067752e-16,True
200206,8,-4.736951571734001e-16,-1.4210854715202005e-15,3.552713678800501e-16,True
200206,9,5.329070518200751e-16,0.0,-8.289665250534502e-16,True
200206,10,2.3684757858670006e-16,9.473903143468002e-16,8.881784197001252e-16,True
200206,11,-4.736951571734001e-15,2.1316282072803005e-15,5.921189464667501e-16,True
200206,12,-1.8947806286936005e-15,-5.921189464667501e-16,-1.5987211554602255e-15,True
200207,1,-3.789561257387201e-15,0.0,9.473903143468002e-16,True
200207,2,2.842170943040401e-15,2.3684757858670006e-16,-2.3684757858670006e-16,True
200207,3,0.0,-1.4210854715202005e-15,3.079018521627101e-15,True
200207,4,5.684341886080802e-15,1.5395092608135505e-15,1.8947806286936005e-15,True
200207,5,4.736951571734001e-16,4.736951571734001e-16,1.1842378929335003e-16,True
200207,6,-1.554312234475219e-16,-3.552713678800501e-15,2.842170943040401e-15,True
200207,7,2.2204460492503132e-17,-2.3684757858670006e-16,-1.4210854715202005e-15,True
200207,8,1.7763568394002506e-16,-5.921189464667501e-16,-1.5395092608135505e-15,True
200207,9,-8.881784197001253e-17,-4.736951571734001e-16,-2.3684757858670006e-16,True
200207,10,-7.401486830834377e-16,5.921189464667501e-16,-5.921189464667501e-16,True
200207,11,2.0724163126336256e-16,-4.736951571734001e-16,9.473903143468002e-16,True
200207,12,-8.289665250534502e-16,-5.921189464667501e-16,-2.3684757858670006e-16,True
200208,1,4.263256414560601e-15,-1.7763568394002505e-15,3.552713678800501e-16,True
200208,2,-2.3684757858670005e-15,-1.3026616822268502e-15,1.1842378929335003e-16,True
200208,3,7.579122514774402e-15,1.4210854715202005e-15,2.842170943040401e-15,True
200208,4,9.473903143468002e-16,-1.4210854715202005e-15,-1.1842378929335003e-16,True
200208,5,1.2434497875801752e-15,-8.289665250534502e-16,1.0658141036401502e-15,True
200208,6,2.960594732333751e-17,-2.842170943040401e-15,-1.3026616822268502e-15,True
200208,7,2.960594732333751e-17,-8.289665250534502e-16,-3.552713678800501e-16,True
200208,8,-2.3684757858670006e-16,1.0658141036401502e-15,-4.736951571734001e-16,True
200208,9,2.3684757858670006e-16,-2.3684757858670006e-16,-1.1842378929335002e-15,True
200208,10,-2.960594732333751e-17,1.0658141036401502e-15,-1.6579330501069005e-15,True
200208,11,2.0724163126336256e-16,-7.105427357601002e-16,-1.8355687340469257e-15,True
200208,12,-3.315866100213801e-15,1.6579330501069005e-15,-1.7763568394002505e-15,True
200209,1,1.4210854715202005e-15,1.8947806286936005e-15,-8.289665250534502e-16,True
200209,2,1.8000415972589204e-14,2.1316282072803005e-15,3.434289889507151e-15,True
200209,3,-2.5579538487363607e-14,-1.0658141036401502e-15,-4.144832625267251e-16,True
200209,4,-9.000207986294602e-15,2.723747153747051e-15,9.473903143468002e-16,True
200209,5,-1.0421293457814802e-14,-9.473903143468002e-16,1.9539925233402757e-15,True
200209,6,2.960594732333751e-17,2.3684757858670006e-16,1.3026616822268502e-15,True
200209,7,-1.4802973661668753e-16,-1.0658141036401502e-15,-5.921189464667501e-17,True
200209,8,-1.1842378929335003e-16,-2.0132044179869505e-15,5.921189464667501e-16,True
200209,9,-4.144832625267251e-16,-1.1842378929335003e-16,-1.7763568394002506e-16,True
200209,10,-6.513308411134251e-16,-4.736951571734001e-16,-7.697546304067752e-16,True
200209,11,4.736951571734001e-16,2.3684757858670006e-16,1.1842378929335003e-16,True
200209,12,-9.473903143468002e-16,-1.6579330501069005e-15,-2.3684757858670005e-15,True
200210,1,-2.6053233644537005e-15,0.0,-2.6053233644537005e-15,True
200210,2,1.4684549872375405e-14,-9.473903143468002e-16,-1.5395092608135505e-15,True
200210,3,1.8947806286936005e-15,-1.4210854715202005e-15,-5.921189464667501e-16,True
200210,4,-6.394884621840902e-15,1.1842378929335002e-15,1.1842378929335003e-16,True
200210,5,1.1842378929335003e-16,-3.079018521627101e-15,8.289665250534502e-16,True
200210,6,2.960594732333751e-17,-1.7763568394002505e-15,0.0,True
200210,7,2.960594732333751e-17,7.105427357601002e-16,-2.842170943040401e-15,True
200210,8,0.0,5.921189464667501e-16,-2.723747153747051e-15,True
200210,9,-2.960594732333751e-17,-1.1842378929335003e-16,1.1842378929335002e-15,True
200210,10,0.0,1.6579330501069005e-15,-1.3026616822268502e-15,True
200210,11,-1.1842378929335003e-16,-2.0132044179869505e-15,0.0,True
200210,12,6.513308411134251e-16,-1.4210854715202005e-15,-5.921189464667501e-16,True
200301,1,4.736951571734001e-16,1.4210854715202005e-15,6.513308411134251e-16,True
200301,2,-7.579122514774402e-15,1.5395092608135505e-15,-4.144832625267251e-16,True
200301,3,-2.5105843330190206e-14,-1.3026616822268502e-15,-5.921189464667501e-17,True
200301,4,-4.263256414560601e-15,1.1842378929335002e-15,4.144832625267251e-16,True
200301,5,1.6579330501069005e-15,-1.0658141036401502e-15,-5.329070518200751e-16,True
200301,6,7.105427357601002e-16,3.079018521627101e-15,-4.144832625267251e-16,True
200301,7,-3.9968028886505636e-16,9.473903143468002e-16,1.1842378929335002e-15,True
200301,8,1.0658141036401502e-15,-2.1316282072803005e-15,-1.1842378929335003e-16,True
200301,9,-3.552713678800501e-16,-2.0132044179869505e-15,-8.881784197001252e-16,True
200301,10,-5.921189464667501e-16,-4.736951571734001e-16,1.1842378929335002e-15,True
200301,11,8.289665250534502e-16,-1.1842378929335002e-15,1.3026616822268502e-15,True
200301,12,-2.3684757858670005e-15,-1.3026616822268502e-15,5.921189464667501e-16,True
200302,1,-1.4210854715202005e-15,-1.3026616822268502e-15,-1.4210854715202005e-15,True
200302,2,8.052817671947802e-15,1.6579330501069005e-15,-1.1842378929335002e-15,True
200302,3,2.1789977229976407e-14,5.921189464667501e-16,-2.5461114698070257e-15,True
200302,4,-2.3684757858670005e-15,-1.5395092608135505e-15,-4.736951571734001e-16,True
200302,5,1.3026616822268502e-15,-1.5395092608135505e-15,2.1316282072803005e-15,True
200302,6,0.0,-7.105427357601002e-16,5.921189464667501e-17,True
200302,7,-1.0732155904709847e-16,-5.921189464667501e-16,1.3618735768735254e-15,True
200302,8,1.1842378929335003e-16,-3.079018521627101e-15,0.0,True
200302,9,-2.3684757858670006e-16,1.0658141036401502e-15,-2.9605947323337506e-16,True
200302,10,1.1842378929335002e-15,3.552713678800501e-16,7.105427357601002e-16,True
200302,11,-7.105427357601002e-16,-2.3684757858670006e-16,-1.0658141036401502e-15,True
200302,12,1.4210854715202005e-15,-1.1842378929335002e-15,-2.9605947323337506e-16,True
200303,1,4.736951571734001e-15,3.552713678800501e-16,7.697546304067752e-16,True
200303,2,7.579122514774402e-15,-2.6053233644537005e-15,-1.4210854715202005e-15,True
200303,3,1.7053025658242404e-14,-9.473903143468002e-16,-5.921189464667501e-17,True
200303,4,7.815970093361103e-15,1.6579330501069005e-15,6.513308411134251e-16,True
200303,5,-3.079018521627101e-15,0.0,-2.3684757858670006e-16,True
200303,6,-7.579122514774402e-15,1.1842378929335003e-16,2.3684757858670006e-16,True
200303,7,5.921189464667501e-16,3.197442310920451e-15,-1.4210854715202005e-15,True
200303,8,-7.105427357601002e-16,-5.921189464667501e-16,-6.513308411134251e-16,True
200303,9,-5.921189464667501e-17,-1.7763568394002505e-15,1.1842378929335002e-15,True
200303,10,-3.079018521627101e-15,3.552713678800501e-16,-2.9605947323337506e-16,True
200303,11,-2.842170943040401e-15,-1.4210854715202005e-15,1.1842378929335003e-16,True
200303,12,7.815970093361103e-15,-1.1842378929335003e-16,-3.552713678800501e-16,True
200304,1,2.842170943040401e-15,-2.0132044179869505e-15,-1.6579330501069005e-15,True
200304,2,9.473903143468002e-16,1.1842378929335003e-16,3.434289889507151e-15,True
200304,3,2.0842586915629604e-14,2.2500519965736505e-15,7.105427357601002e-16,True
200304,4,8.763360407707903e-15,-1.0658141036401502e-15,4.736951571734001e-16,True
200304,5,2.1316282072803005e-15,-2.2500519965736505e-15,1.7171449447535755e-15,True
200304,6,-1.6283271027835628e-16,-2.960594732333751e-15,1.5395092608135505e-15,True
200304,7,-1.591319668629391e-16,3.552713678800501e-15,5.921189464667501e-17,True
200304,8,-2.3684757858670006e-16,-2.842170943040401e-15,-1.0066022089934752e-15,True
200304,9,-1.1842378929335002e-15,-8.289665250534502e-16,-5.921189464667501e-16,True
200304,10,2.723747153747051e-15,-3.552713678800501e-16,-1.8947806286936005e-15,True
200304,11,9.473903143468002e-16,1.0658141036401502e-15,1.4802973661668755e-15,True
200304,12,-4.736951571734001e-16,-2.1316282072803005e-15,7.697546304067752e-16,True
200305,1,-9.473903143468002e-16,-1.5395092608135505e-15,2.9605947323337506e-16,True
200305,2,3.315866100213801e-15,3.552713678800501e-16,-1.1842378929335003e-16,True
200305,3,-1.3263464400855204e-14,1.1842378929335002e-15,1.7763568394002505e-15,True
200305,4,-9.473903143468002e-16,3.552713678800501e-16,-1.8355687340469257e-15,True
200305,5,1.7763568394002505e-15,2.842170943040401e-15,3.552713678800501e-16,True
200305,6,8.585724723767877e-16,-5.921189464667501e-16,1.4802973661668755e-15,True
200305,7,-8.141635513917814e-17,1.1842378929335003e-16,0.0,True
200305,8,0.0,-7.105427357601002e-16,1.6579330501069005e-15,True
200305,9,-1.2434497875801752e-15,1.6579330501069005e-15,1.0066022089934752e-15,True
200305,10,-5.921189464667501e-17,-3.079018521627101e-15,1.0658141036401502e-15,True
200305,11,-9.473903143468002e-16,2.842170943040401e-15,5.921189464667501e-17,True
200305,12,-4.736951571734001e-16,9.473903143468002e-16,-8.289665250534502e-16,True
200306,1,-6.158037043254202e-15,1.3026616822268502e-15,1.7763568394002505e-15,True
200306,2,-5.684341886080802e-15,1.4210854715202005e-15,9.473903143468002e-16,True
200306,3,5.684341886080802e-15,2.1316282072803005e-15,0.0,True
200306,4,-2.842170943040401e-15,-2.1316282072803005e-15,-2.0132044179869505e-15,True
200306,5,1.1842378929335003e-16,9.473903143468002e-16,2.9605947323337506e-16,True
200306,6,6.513308411134251e-16,2.1316282072803005e-15,1.8355687340469257e-15,True
