input_files,operation,parameters,output,script,timestamp,software_versions
official frozen boundary and frozen CHIRPS/CHIRTS rasters,fractional geodesic area-weighted district extraction; normals; anomalies; QA tables,whole-district polygons; WMO normals 1991-2020; main 2016-2023; overlap 2015-08 to 2024-12,data/processed/climate/*.parquet and climate_annual_district.csv,scripts/climate_v1_1_pipeline.py,2026-08-12,"{""exactextract"": ""0.3.0"", ""geopandas"": ""1.1.3"", ""matplotlib"": ""3.10.7"", ""numpy"": ""2.3.5"", ""pandas"": ""3.0.2"", ""pyarrow"": ""25.0.1"", ""pyproj"": ""3.7.2"", ""rasterio"": ""1.4.4"", ""requests"": ""2.33.1"", ""shapely"": ""2.1.2""}"
