url,status,content_type,bytes,error
https://www.idep.gob.pe/geoportal/rest/services/DATOS_GEOESPACIALES/L%C3%8DMITES/FeatureServer/5?f=pjson,ERROR,,0,"ConnectTimeout(MaxRetryError(""HTTPSConnectionPool(host='www.idep.gob.pe', port=443): Max retries exceeded with url: /geoportal/rest/services/DATOS_GEOESPACIALES/L%C3%8DMITES/FeatureServer/5?f=pjson (Caused by ConnectTimeoutError(<HTTPSConnection(host='www.idep.gob.pe', port=443) at 0x160cdf46ad0>, 'Connection to www.idep.gob.pe timed out. (connect timeout=60)'))""))"
"https://www.idep.gob.pe/geoportal/rest/services/DATOS_GEOESPACIALES/L%C3%8DMITES/FeatureServer/5/query?f=geojson&where=NOMBDEP%3D%27PIURA%27&outFields=UBIGEO,NOMBDEP,NOMBPROV,NOMBDIST,FUENTE&returnGeometry=true&outSR=4326",ERROR,,0,"ConnectTimeout(MaxRetryError(""HTTPSConnectionPool(host='www.idep.gob.pe', port=443): Max retries exceeded with url: /geoportal/rest/services/DATOS_GEOESPACIALES/L%C3%8DMITES/FeatureServer/5/query?f=geojson&where=NOMBDEP%3D%27PIURA%27&outFields=UBIGEO,NOMBDEP,NOMBPROV,NOMBDIST,FUENTE&returnGeometry=true&outSR=4326 (Caused by ConnectTimeoutError(<HTTPSConnection(host='www.idep.gob.pe', port=443) at 0x160cdd3ce50>, 'Connection to www.idep.gob.pe timed out. (connect timeout=60)'))""))"
https://www.idep.gob.pe/geoportal/rest/services/DATOS_GEOESPACIALES/L%C3%8DMITES/MapServer/5?f=pjson,ERROR,,0,"ConnectTimeout(MaxRetryError(""HTTPSConnectionPool(host='www.idep.gob.pe', port=443): Max retries exceeded with url: /geoportal/rest/services/DATOS_GEOESPACIALES/L%C3%8DMITES/MapServer/5?f=pjson (Caused by ConnectTimeoutError(<HTTPSConnection(host='www.idep.gob.pe', port=443) at 0x160cdf83b50>, 'Connection to www.idep.gob.pe timed out. (connect timeout=60)'))""))"
