UBIGEO,MONTH,RAIN_NORMAL,RAIN_SD,TMAX_NORMAL,TMAX_SD,TMIN_NORMAL,TMIN_SD,RAIN_N_YEARS,TMAX_N_YEARS,TMIN_N_YEARS,N_YEARS_AVAILABLE,PASS
200406,5,16.641014814531083,14.739316368050751,28.885983875470416,0.973173138927416,19.140093439168133,0.8243520329330195,30,30,30,30,True
200406,6,2.0205692111343083,3.711726488085497,28.46904985424919,1.2005498570086846,18.439056410803563,0.8664928034717134,30,30,30,30,True
200406,7,0.383322093941256,0.8127870588571383,27.719839663634737,0.9220856513189979,17.55349179239103,0.7103891286693051,30,30,30,30,True
200406,8,2.5745228223781735,4.286660645740628,27.59516875592908,0.7448214545696665,17.157882003878658,0.6976187778515881,30,30,30,30,True
200406,9,5.31712123205599,6.965760007158781,28.163931271471323,0.7183172200334316,17.6496128297223,0.6032805233381787,30,30,30,30,True
200406,10,11.237196930589443,10.570626497731462,28.270105183877043,0.7188846118745177,17.895008780142614,0.5283628054586327,30,30,30,30,True
200406,11,7.71329513816439,9.434144889113995,28.648869110253838,0.4776186230017906,18.31035345543836,0.8540612367542529,30,30,30,30,True
200406,12,14.567308633797214,14.36375829604003,29.56240210816581,0.4480977055562148,19.594744981402663,0.8453122035745432,30,30,30,30,True
200407,1,118.83078665359845,60.70981233001858,29.157758286664667,0.529445162215014,20.484406854711494,0.6882231106309668,30,30,30,30,True
200407,2,164.2533083514315,109.32066029723428,29.15694259549932,0.419868808860784,21.23707362259661,0.5551464870673061,30,30,30,30,True
200407,3,218.99993200014353,156.28310343733133,29.365674760917514,0.5027936248040928,21.469268993969365,0.641519403546334,30,30,30,30,True
200407,4,98.86436876975155,51.12263261879388,29.12695369561663,0.5261492574801511,20.707208912018704,0.5780081943661866,30,30,30,30,True
200407,5,34.1479001730737,22.591223241188104,28.38612469976613,0.8361036005133039,19.405776826667875,0.6554340994903298,30,30,30,30,True
200407,6,6.4531895446412575,6.471550880465385,27.858570151532554,1.0983624321930836,18.430892343908333,0.7684279363599562,30,30,30,30,True
200407,7,0.8301867685836873,1.519164066997844,27.17220548579376,0.858789363265207,17.378596747399396,0.6214967908250251,30,30,30,30,True
200407,8,3.579815620193948,6.494470844984837,27.101797649882037,0.7044381041837803,16.971422743429258,0.6177448627644351,30,30,30,30,True
200407,9,7.530115148351945,9.07501988765136,27.599574318855883,0.637768399008427,17.598128763196065,0.43943935476095347,30,30,30,30,True
200407,10,14.862715523538805,12.131377750113202,27.8371376269057,0.6828208318296375,18.360892080208504,0.48065036206470546,30,30,30,30,True
200407,11,11.66981579347285,12.354562646820982,28.17363064083372,0.4561692978604499,18.869686144516535,0.8123713008985894,30,30,30,30,True
200407,12,27.307146863760536,21.127767096399612,29.060676329859202,0.4447075777389803,20.185124463580546,0.8071995151187666,30,30,30,30,True
200408,1,101.55577442808567,71.37107393200286,27.72616303327198,0.5031429284179694,19.173202643743238,0.6949565480614314,30,30,30,30,True
200408,2,187.95213948045568,139.83285084488477,27.61018735773622,0.41067399512336966,19.80796086138015,0.5703249106426282,30,30,30,30,True
200408,3,279.44679817901346,206.21628049540791,27.750404122779717,0.4922617065623934,19.920249741056043,0.6317758333940375,30,30,30,30,True
200408,4,108.82956717658789,72.58805717074323,27.575660587032285,0.4680272669840131,19.28966374496854,0.6254069875578012,30,30,30,30,True
200408,5,24.56092175929563,17.374697579137717,27.182360702749257,0.8360250798211895,18.402971519382387,0.6651805364975487,30,30,30,30,True
200408,6,2.817289951284564,4.23615726848321,27.213238720445915,1.0960884922446767,18.200456250984683,0.7679494319276338,30,30,30,30,True
200408,7,0.7278610050491987,1.6153982415266501,26.517977654805,0.8555799227363187,17.20593189535608,0.6414902110403539,30,30,30,30,True
200408,8,3.219513807365268,4.868811630640223,26.647005824669847,0.7000593750201013,16.909937505968188,0.6326085751936279,30,30,30,30,True
200408,9,6.249293817600249,7.113514430145133,27.128360949302046,0.6547379693391995,17.491442273672305,0.5110504691799973,30,30,30,30,True
200408,10,11.338489696666345,10.571755358006477,27.20500527636745,0.6864580776674424,17.919468547127494,0.50836907900997,30,30,30,30,True
200408,11,9.542424239024546,10.499841398416113,27.32998562208536,0.4554142719912247,18.103244203958866,0.8248073325597534,30,30,30,30,True
200408,12,26.121882858739596,22.984279919095705,27.81888576224319,0.425008944222842,19.029135000329706,0.8107542639869411,30,30,30,30,True
200409,1,109.61097561915399,79.84289100886369,26.255496593271932,0.4941780298523201,17.852828233393762,0.6850090724174238,30,30,30,30,True
200409,2,217.49078622952027,155.36526053140835,26.039989655635406,0.4045362379466666,18.311464349407796,0.5571020728389671,30,30,30,30,True
200409,3,320.762844607609,224.70219309483036,26.123106894849116,0.4776805486241319,18.326196745151492,0.6216560803370041,30,30,30,30,True
200409,4,122.90480733756304,81.08724653647135,26.019115610236714,0.4526914339785741,17.859881586910593,0.6099440873256358,30,30,30,30,True
200409,5,29.91673638308134,20.864837346060202,25.89975797598599,0.8201576549536631,17.325224068632338,0.6565346952352672,30,30,30,30,True
