UBIGEO,COD_CULTIVO,CROP_STD,ANO,TEMPORAL_ROLE,VARIABLE,SHARE_FIELD,ANNUAL_DENOMINATOR,DENOMINATOR_STATUS,SOURCE_12_MONTHS_PRESENT,MISSING_MONTH_COUNT,POSITIVE_MONTH_COUNT,NORMALIZED_ENTROPY,CIRCULAR_R,CIRCULAR_MEAN_ANGLE_RAD,CIRCULAR_MEAN_MONTH,K50,K50_START_MONTH,K50_END_MONTH,K50_CAPTURED_SHARE,K75,K75_START_MONTH,K75_END_MONTH,K75_CAPTURED_SHARE,K90,K90_START_MONTH,K90_END_MONTH,K90_CAPTURED_SHARE,DESCRIPTIVE_ONLY,SELECTION_STATUS
200101,13010210000,MANGO,2022,MAIN_TEMPORAL_STRUCTURE,PRODUCCION,PRODUCTION_SHARE,20591.0,POSITIVE,True,0,5,0.5659139822002188,0.8336898834093737,5.805120580620393,0.08696362780274924,2.0,11.0,12.0,0.6858821815356224,3.0,11.0,1.0,0.8550337526103637,4.0,11.0,2.0,0.9516779175367879,True,NOT_SELECTED_STAGE_A
200101,13010210000,MANGO,2023,MAIN_TEMPORAL_STRUCTURE,SIEMBRA,SOWN_SHARE,60.0,POSITIVE,True,0,2,0.11543129118376826,0.9204467514322716,1.1378574383973428,3.1731476302578265,1.0,3.0,3.0,0.9166666666666666,1.0,3.0,3.0,0.9166666666666666,1.0,3.0,3.0,0.9166666666666666,True,NOT_SELECTED_STAGE_A
200101,13010210000,MANGO,2023,MAIN_TEMPORAL_STRUCTURE,COSECHA,HARVEST_SHARE,1039.0,POSITIVE,True,0,1,-0.0,1.0,5.759586531581287,12.0,1.0,12.0,12.0,1.0,1.0,12.0,12.0,1.0,1.0,12.0,12.0,1.0,True,NOT_SELECTED_STAGE_A
200101,13010210000,MANGO,2023,MAIN_TEMPORAL_STRUCTURE,PRODUCCION,PRODUCTION_SHARE,15245.0,POSITIVE,True,0,3,0.2844607546066978,0.9654704937157615,0.24026934838330602,1.4588806536240622,1.0,1.0,1.0,0.5352574614627746,2.0,1.0,2.0,0.9973761889143982,2.0,1.0,2.0,0.9973761889143982,True,NOT_SELECTED_STAGE_A
200101,13010210000,MANGO,2024,CONTEXTUAL_ONLY_NOT_FOR_SELECTION,SIEMBRA,SOWN_SHARE,0.0,ZERO,True,0,0,,,,,,,,,,,,,,,,,True,NOT_SELECTED_STAGE_A
200101,13010210000,MANGO,2024,CONTEXTUAL_ONLY_NOT_FOR_SELECTION,COSECHA,HARVEST_SHARE,,ALL_MISSING,True,12,0,,,,,,,,,,,,,,,,,True,NOT_SELECTED_STAGE_A
200101,13010210000,MANGO,2024,CONTEXTUAL_ONLY_NOT_FOR_SELECTION,PRODUCCION,PRODUCTION_SHARE,3217.0,POSITIVE,True,0,1,-0.0,1.0,5.759586531581287,12.0,1.0,12.0,12.0,1.0,1.0,12.0,12.0,1.0,1.0,12.0,12.0,1.0,True,NOT_SELECTED_STAGE_A
200101,14010020000,ARROZ,2015,AUG_DEC_ANTECEDENT_SUPPORT_ONLY,SIEMBRA,SOWN_SHARE,286.0,PARTIAL_MISSING,False,0,3,,,,,,,,,,,,,,,,,True,NOT_SELECTED_STAGE_A
200101,14010020000,ARROZ,2015,AUG_DEC_ANTECEDENT_SUPPORT_ONLY,COSECHA,HARVEST_SHARE,0.0,PARTIAL_MISSING,False,0,0,,,,,,,,,,,,,,,,,True,NOT_SELECTED_STAGE_A
200101,14010020000,ARROZ,2016,MAIN_TEMPORAL_STRUCTURE,SIEMBRA,SOWN_SHARE,626.0,POSITIVE,True,0,5,0.5335564497996869,0.2317628712395118,1.2745923383087026,3.434292052826648,2.0,2.0,3.0,0.5431309904153354,6.0,2.0,7.0,0.805111821086262,7.0,2.0,8.0,0.9680511182108626,True,NOT_SELECTED_STAGE_A
200101,14010020000,ARROZ,2016,MAIN_TEMPORAL_STRUCTURE,COSECHA,HARVEST_SHARE,761.0,POSITIVE,True,0,3,0.4054320578132133,0.1879437218235284,1.0284356586736925,2.9641674247586494,2.0,12.0,1.0,0.5269382391590013,6.0,1.0,6.0,0.8488830486202366,7.0,12.0,6.0,1.0,True,NOT_SELECTED_STAGE_A
200101,14010020000,ARROZ,2017,MAIN_TEMPORAL_STRUCTURE,SIEMBRA,SOWN_SHARE,586.0,POSITIVE,True,0,3,0.40614152661426745,0.44572708891123625,1.1565286639098324,3.2088070442645815,1.0,3.0,3.0,0.5273037542662116,6.0,3.0,8.0,0.8122866894197952,7.0,2.0,8.0,1.0,True,NOT_SELECTED_STAGE_A
200101,14010020000,ARROZ,2017,MAIN_TEMPORAL_STRUCTURE,COSECHA,HARVEST_SHARE,195.0,POSITIVE,True,0,2,0.21487948446026345,0.5487179487179488,5.0359307628489284e-17,1.0,1.0,1.0,1.0,0.7743589743589744,1.0,1.0,1.0,0.7743589743589744,7.0,1.0,7.0,1.0,True,NOT_SELECTED_STAGE_A
200101,14010020000,ARROZ,2018,MAIN_TEMPORAL_STRUCTURE,SIEMBRA,SOWN_SHARE,167.0,POSITIVE,True,0,3,0.30590614886974793,0.9625705691142097,0.8372597566035158,2.5990483469844,1.0,3.0,3.0,0.562874251497006,2.0,2.0,3.0,0.9820359281437125,2.0,2.0,3.0,0.9820359281437125,True,NOT_SELECTED_STAGE_A
200101,14010020000,ARROZ,2018,MAIN_TEMPORAL_STRUCTURE,COSECHA,HARVEST_SHARE,222.0,POSITIVE,True,0,2,0.2252991026444776,0.5045045045045045,6.013890531527181e-17,1.0000000000000002,1.0,1.0,1.0,0.7522522522522522,1.0,1.0,1.0,0.7522522522522522,7.0,1.0,7.0,1.0,True,NOT_SELECTED_STAGE_A
200101,14010020000,ARROZ,2019,MAIN_TEMPORAL_STRUCTURE,SIEMBRA,SOWN_SHARE,0.0,ZERO,True,0,0,,,,,,,,,,,,,,,,,True,NOT_SELECTED_STAGE_A
200101,14010020000,ARROZ,2019,MAIN_TEMPORAL_STRUCTURE,COSECHA,HARVEST_SHARE,0.0,ZERO,True,0,0,,,,,,,,,,,,,,,,,True,NOT_SELECTED_STAGE_A
200101,14010020000,ARROZ,2020,MAIN_TEMPORAL_STRUCTURE,SIEMBRA,SOWN_SHARE,330.0,POSITIVE,True,0,5,0.48342479091557783,0.6900929566111476,3.292132550889571,7.28751002545367,2.0,7.0,8.0,0.8181818181818182,2.0,7.0,8.0,0.8181818181818182,6.0,3.0,8.0,0.9363636363636365,True,NOT_SELECTED_STAGE_A
200101,14010020000,ARROZ,2020,MAIN_TEMPORAL_STRUCTURE,COSECHA,HARVEST_SHARE,52.0,POSITIVE,True,0,2,0.22630030977895443,0.9745560663292618,3.01297480686188,6.754358007081002,1.0,7.0,7.0,0.75,1.0,7.0,7.0,0.75,2.0,6.0,7.0,1.0,True,NOT_SELECTED_STAGE_A
200101,14010020000,ARROZ,2021,MAIN_TEMPORAL_STRUCTURE,SIEMBRA,SOWN_SHARE,187.0,POSITIVE,True,0,3,0.30511753383129353,0.9639836230967193,0.9332294898160398,2.782337036120204,1.0,3.0,3.0,0.6844919786096256,2.0,2.0,3.0,0.9518716577540107,2.0,2.0,3.0,0.9518716577540107,True,NOT_SELECTED_STAGE_A
