UBIGEO,COD_CULTIVO,CROP_STD,CULTIVO_SOURCE,ANO,PRODUCCION,HARVEST_AREA,SOWN_AREA,PRECIO,VERDE_ACTUAL,YIELD_RAW,YIELD_UNIT,AREA_HA,MONTHS_PRESENT
200114,15010040000,PLATANOS Y BANANAS,PLATANOS Y BANANAS PARA COCCI N (M X paradisiaca),2021,13469.0,600.0,0.0,0.7934390080926572,600.0,22.448333333333334,UNRESOLVED,65481.94014926772,12
200114,15010040000,PLATANOS Y BANANAS,PLATANOS Y BANANAS PARA COCCI N (M X paradisiaca),2022,14644.0,600.0,0.0,1.0319414094509696,600.0,24.406666666666666,UNRESOLVED,65481.94014926772,12
200114,15010040000,PLATANOS Y BANANAS,PLATANOS Y BANANAS PARA COCCI N (M X paradisiaca),2023,17690.0,600.0,0.0,1.2441006218202373,600.0,29.483333333333334,UNRESOLVED,65481.94014926772,12
200201,13010170102,LIMON SUTIL,LIMON SUTIL,2016,48.0,16.0,0.0,0.39166666666666666,16.0,3.0,UNRESOLVED,82408.95968305676,12
200201,13010170102,LIMON SUTIL,LIMON SUTIL,2017,47.0,16.0,0.0,0.5680851063829788,16.0,2.9375,UNRESOLVED,82408.95968305676,12
200201,13010170102,LIMON SUTIL,LIMON SUTIL,2018,58.0,16.0,0.0,0.5258620689655172,16.0,3.625,UNRESOLVED,82408.95968305676,12
200201,13010170102,LIMON SUTIL,LIMON SUTIL,2019,39.0,16.0,0.0,0.5153846153846154,16.0,2.4375,UNRESOLVED,82408.95968305676,12
200201,13010170102,LIMON SUTIL,LIMON SUTIL,2020,43.0,16.0,0.0,0.48139534883720936,16.0,2.6875,UNRESOLVED,82408.95968305676,12
200201,13010170102,LIMON SUTIL,LIMON SUTIL,2021,43.0,16.0,0.0,0.5,16.0,2.6875,UNRESOLVED,82408.95968305676,12
200201,13010170102,LIMON SUTIL,LIMON SUTIL,2022,43.0,16.0,0.0,0.5113953488372094,16.0,2.6875,UNRESOLVED,82408.95968305676,12
200201,13010170102,LIMON SUTIL,LIMON SUTIL,2023,42.0,16.0,0.0,0.5176190476190475,16.0,2.625,UNRESOLVED,82408.95968305676,12
