path,exists,size_bytes,sha256
data/processed/panel_master.csv,True,236153,ab9b4ce53c008a1bc3ceb7d3e4c5d617d2544ad48632b747079c33e8b95d1214
data/processed/panel_balanceado.csv,True,67200,3b406d0bdec12414c58a14bd5f4e71ec708bc87910e9c06b182dfd2e043122a1
data/processed/icen_clean.csv,True,22709,b9e7690f55143e5f09963cc760dbf89559d6c6e4d361d7ca4e462d933c16e191
data/processed/land_physical.csv,True,6937,dba3d5263a14daddf0f5c1d33dfae2c209f9d531fdec983f193fb8c9d83ef517
outputs/qa/coverage_by_crop.csv,True,291,cd7b3db1c3ea5195b1f6da5683cfa4e5abb81daecad4df6f809aa8329daef9d5
outputs/qa/crop_year_counts.csv,True,96,6a77d1a1f3f1244e38192ccfd1d865e6c34625a3cc3a2756ad233821f24962a4
outputs/qa/source_dictionary_inconsistencies.csv,True,699,bc4af27f8e02ff010cf8e984fe781d475f2ffa6378342197103763c6dd2b5f23
outputs/qa/outliers_flag.csv,True,20683,321ec63960ba4173e710437712f54d2deb447b2f8dfa66b53d97862694d947c4
