path,exists,size_bytes,sha256
data/raw/Formato_dataset_productos_dra__ (2).csv,True,12578609,7953e95f532b97f3db1ad42dfb517dc0b5f6e98a80b1f1b0954fc1b52419c489
data/raw/Formato_DiccionarioDatos_productos_dra_.xlsx,True,76211,9df8aedf987a7a882d265ffc629d105f8058a5208738d5dcd1b213b30d347ce0
data/raw/Formato_Metadatos_productos_dra_.docx,True,16701,a66ede624b8d2f502df65620c84233dd04a9ebcc29ae9969c38e2272ec812ea7
data/raw/superficie_agricola_nacional_2024.xlsx,True,139347,36f9f5d41489df4c4e19b8108c339088dd6ee2f240669d47683163077e1d9b7c
data/raw/ICEN.txt,True,16722,53e82d90ad26335b081ddebf67f9293477cf6f80e3d7d9de17ddfe33fab8c03f
