CROP_CODE,CROP,MODEL_ID,N,NOMINAL_DISTRICTS,EFFECTIVE_CONTRIBUTING_DISTRICTS,PERIODS,MISSING_Y,MISSING_X,DUPLICATE_KEYS,FINITE_Y,NONFINITE_Y,ZERO_Y,NEGATIVE_Y,Y_MIN,Y_MEDIAN,Y_MAX,OUTCOME_SOURCE,OUTCOME_SOURCE_SHA256,OUTCOME_COLUMN,KEY_COLUMNS,OUTCOME_SCALE
14010020000,RICE,ED1-RICE,281,44,43,7,0,0,0,281,0,0,0,3.6923076923076921,7.854838709677419,11.25,data/processed/outcomes/transient_campaign_outcomes_master.csv,9cae62fb1417fa41274f6d504515571abd428b71fecaa0d138d3b786aa538760,TRANSIENT_CAMPAIGN_YIELD_RAW,UBIGEO|CROP_CODE|CAMPAIGN,YIELD_LEVEL_TM_PER_HA
14010070000,MAIZ_AMARILLO_DURO,ED1-MAD,318,54,52,7,0,0,0,318,0,0,0,0.59999999999999998,4.4513292774397861,8.8470588235294105,data/processed/outcomes/transient_campaign_outcomes_master.csv,9cae62fb1417fa41274f6d504515571abd428b71fecaa0d138d3b786aa538760,TRANSIENT_CAMPAIGN_YIELD_RAW,UBIGEO|CROP_CODE|CAMPAIGN,YIELD_LEVEL_TM_PER_HA
13010210000,MANGO,ED1-MANGO,255,36,35,8,0,0,0,255,0,0,0,0.33333333333333331,6.875,85,data/processed/panel_master.csv,ab9b4ce53c008a1bc3ceb7d3e4c5d617d2544ad48632b747079c33e8b95d1214,YIELD_RAW,UBIGEO|COD_CULTIVO|ANO,YIELD_LEVEL_TM_PER_HA
13010170102,LIMON_SUTIL,ED1-LEMON,311,44,43,8,0,0,0,311,0,0,0,0.086956521739130405,7.1595744680851068,53.5,data/processed/panel_master.csv,ab9b4ce53c008a1bc3ceb7d3e4c5d617d2544ad48632b747079c33e8b95d1214,YIELD_RAW,UBIGEO|COD_CULTIVO|ANO,YIELD_LEVEL_TM_PER_HA
15010040000,PLATANOS_Y_BANANAS,ED1-BANANA,390,54,50,8,0,0,0,390,0,0,0,0.5,10.0685988323603,47.448717948717949,data/processed/panel_master.csv,ab9b4ce53c008a1bc3ceb7d3e4c5d617d2544ad48632b747079c33e8b95d1214,YIELD_RAW,UBIGEO|COD_CULTIVO|ANO,YIELD_LEVEL_TM_PER_HA
