CROP_CODE,CROP,MODEL_ID,N,NOMINAL_DISTRICTS,EFFECTIVE_DISTRICTS,PERIODS,ORDERED_KEY_SHA256,Y_FLOAT64_SHA256,X_FLOAT64_SHA256,ER1_ORDERED_KEYS_EXACT,ER1_Y_SOURCE_EXACT,MISSING_Y,MISSING_X,DUPLICATE_KEYS,ROW_ORDER,CLUSTER_ORDER,OUTCOME_SCALE
14010020000,RICE,ED1-RICE,281,44,43,7,01d266a011af198d93470fb68ace409f6842115199cdfa8473583b82e0ee79da,a13c9dbf3fffeee4ad5f82dd1c45ebbf438e624511145c1059835ccf9e151f1e,b787efe6e76d30a8c15724bf3d7fd0ff2a4180441c8c3a9bf18257a8d6867b48,TRUE,TRUE,0,0,0,SORTED_UBIGEO_THEN_FROZEN_PERIOD,SORTED_UBIGEO,YIELD_LEVEL_TM_PER_HA
14010070000,MAIZ_AMARILLO_DURO,ED1-MAD,318,54,52,7,0421d3e0b3387f3efe549c25722da085454d15ea00ca1ce73fe46e03fd179013,ce597e4047fa5477af7e11fc7d37ae9e7f7e26950af30eb61acae99d4bccad6b,2c11f28d6dc963b7a37711643bee865cf5c00ff72b3c3d8798dc30f9bc5e3d88,TRUE,TRUE,0,0,0,SORTED_UBIGEO_THEN_FROZEN_PERIOD,SORTED_UBIGEO,YIELD_LEVEL_TM_PER_HA
13010210000,MANGO,ED1-MANGO,255,36,35,8,7efb038fd53e1b3c9451f34fbf49bf3784a21cdc74d4fd6a047db4af4b08f315,13336dae872026a50b01c5d6d3adc2ba341bbb10854aaedf9dc56ef7eed9fa2b,a93f8ec2c0a25c0f724f4a063477bdb0233c3dc5dd07f43ccadfaf3d480702aa,TRUE,TRUE,0,0,0,SORTED_UBIGEO_THEN_FROZEN_PERIOD,SORTED_UBIGEO,YIELD_LEVEL_TM_PER_HA
13010170102,LIMON_SUTIL,ED1-LEMON,311,44,43,8,33b7bd8de1439e45c3103b6fbed1896859f6d95fdc51f8538342c8e83d74573b,699d234b800cb07f212ac8b4597b0b19451d2adac8b19720af59b4721b4e9f79,0af8a2be6a63f1af04c177c0f2904426dc3e9a8bb9c9ac87be4929dbb180cce3,TRUE,TRUE,0,0,0,SORTED_UBIGEO_THEN_FROZEN_PERIOD,SORTED_UBIGEO,YIELD_LEVEL_TM_PER_HA
15010040000,PLATANOS_Y_BANANAS,ED1-BANANA,390,54,50,8,27cf0c52704bd4be3221e2fefed30a9ae08d9ed395373c50e4bff2ede837d6c2,91513cd7e0b3d08cd721040d74f04a552d10b70bbc824afe8c6f4c40d4f7a813,02cd97000f995d5de2ac1c544bb8610ff5616d65932a64513ad04ceb2abe92ad,TRUE,TRUE,0,0,0,SORTED_UBIGEO_THEN_FROZEN_PERIOD,SORTED_UBIGEO,YIELD_LEVEL_TM_PER_HA
