MAP_ORDER,CROP,CROP_CODE,MODEL_ID,VARIABLE,WINDOW,BANDWIDTH_KM,ER1_BETA_REFERENCE,CONLEY_VARIANCE,CONLEY_SE,Z,TWO_SIDED_ASYMPTOTIC_P,NORMAL_CRITICAL_VALUE,CI95_LOWER,CI95_UPPER,CI_ZERO_INCLUDED,SAMPLE_N,NOMINAL_DISTRICTS,PERIODS,CRS,KERNEL,SAME_PERIOD_ONLY,STATUS
17,PLATANOS_Y_BANANAS,15010040000,ED1-BANANA,TMAX_ANOM_C__T,BANANA_FULL_YEAR_T,150,-0.32534946598061909,6.0482495829391851,2.4593189266419242,-0.13229250686281155,0.89475293394261401,1.959963984540054,-5.1455259886964946,4.4948270567352555,TRUE,390,54,8,EPSG:32717,BARTLETT,TRUE,PASS
18,PLATANOS_Y_BANANAS,15010040000,ED1-BANANA,TMIN_ANOM_C__T,BANANA_FULL_YEAR_T,50,-0.036208197506074846,2.5022465224960406,1.5818490833502545,-0.022889792640261367,0.98173818255698686,1.959963984540054,-3.1365754298502719,3.0641590348381222,TRUE,390,54,8,EPSG:32717,BARTLETT,TRUE,PASS
18,PLATANOS_Y_BANANAS,15010040000,ED1-BANANA,TMIN_ANOM_C__T,BANANA_FULL_YEAR_T,100,-0.036208197506074846,2.7355870248997061,1.6539610106951452,-0.021891808375130235,0.98253425918032689,1.959963984540054,-3.2779122103020266,3.2054958152898769,TRUE,390,54,8,EPSG:32717,BARTLETT,TRUE,PASS
18,PLATANOS_Y_BANANAS,15010040000,ED1-BANANA,TMIN_ANOM_C__T,BANANA_FULL_YEAR_T,150,-0.036208197506074846,2.4544982351617559,1.5666838338228157,-0.023111362180666898,0.9815614423982173,1.959963984540054,-3.1068520869599285,3.0344356919477788,TRUE,390,54,8,EPSG:32717,BARTLETT,TRUE,PASS
19,PLATANOS_Y_BANANAS,15010040000,ED1-BANANA,RAIN_ANOM_MM__T_MINUS_1,BANANA_FULL_YEAR_T_MINUS_1,50,0.0027760812499826315,5.3967240660062953e-06,0.0023230850320223526,1.1949976913096139,0.23208793213288961,1.959963984540054,-0.0017770817458052576,0.0073292442457705206,TRUE,390,54,8,EPSG:32717,BARTLETT,TRUE,PASS
19,PLATANOS_Y_BANANAS,15010040000,ED1-BANANA,RAIN_ANOM_MM__T_MINUS_1,BANANA_FULL_YEAR_T_MINUS_1,100,0.0027760812499826315,5.8416706791305942e-06,0.002416954835972446,1.148586315584045,0.25072660242329003,1.959963984540054,-0.0019610631807832762,0.0075132256807485392,TRUE,390,54,8,EPSG:32717,BARTLETT,TRUE,PASS
19,PLATANOS_Y_BANANAS,15010040000,ED1-BANANA,RAIN_ANOM_MM__T_MINUS_1,BANANA_FULL_YEAR_T_MINUS_1,150,0.0027760812499826315,6.0344227486231326e-06,0.0024565062077314464,1.130093317592838,0.25843690521614782,1.959963984540054,-0.0020385824449700718,0.0075907449449353348,TRUE,390,54,8,EPSG:32717,BARTLETT,TRUE,PASS
20,PLATANOS_Y_BANANAS,15010040000,ED1-BANANA,TMAX_ANOM_C__T_MINUS_1,BANANA_FULL_YEAR_T_MINUS_1,50,-1.3624230022402739,2.907593246107107,1.7051666329444484,-0.79899698710833233,0.42429215900756384,1.959963984540054,-4.7044881904508227,1.9796421859702749,TRUE,390,54,8,EPSG:32717,BARTLETT,TRUE,PASS
20,PLATANOS_Y_BANANAS,15010040000,ED1-BANANA,TMAX_ANOM_C__T_MINUS_1,BANANA_FULL_YEAR_T_MINUS_1,100,-1.3624230022402739,2.0779855554292288,1.4415219580114722,-0.94512816448504711,0.34459344804115166,1.959963984540054,-4.1877541228664192,1.4629081183858714,TRUE,390,54,8,EPSG:32717,BARTLETT,TRUE,PASS
20,PLATANOS_Y_BANANAS,15010040000,ED1-BANANA,TMAX_ANOM_C__T_MINUS_1,BANANA_FULL_YEAR_T_MINUS_1,150,-1.3624230022402739,1.7971086327466628,1.340562804476785,-1.0163067315387888,0.30948334404358435,1.959963984540054,-3.9898778180287828,1.265031813548235,TRUE,390,54,8,EPSG:32717,BARTLETT,TRUE,PASS
